哀	āi
郵	yóu
郵包	yóubāo
郵差	yóuchāi
郵戳	yóuchuō
*郵遞	yóudì
郵遞員	yóudìyuán
郵費	yóufèi
郵件	yóujiàn
郵局	yóujú
*郵輪	yóulún
郵品	yóupĭn
郵筒	yóutŏng
郵務	yóuwù
郵箱	yóuxiāng
*郵政	yóuzhèng
游離	yóulí
游手好閒	yóushŏuhàoxián
游泳池	yóuyŏngchí
遊船	yóuchuán
遊蕩	yóudàng
遊記	yóujì
*遊客	yóukè
遊廊	yóuláng
遊樂	yóulè
*遊樂場	yóulèchăng
遊歷	yóulì
遊輪	yóulún
*遊人	yóurén
遊說	yóushuì
遊艇	yóutĭng
遊玩	yóuwán
遊戲機	yóuxìjī
*遊學	yóuxué
猶疑	yóuyí
魷魚	yóuyú
黝黑	yŏuhēi
友愛	yŏu'ài
*友善	yŏushàn
友校	yŏuxiào
有害	yŏuhài
有理	yŏulĭ
有目共睹	yŏumùgòngdŭ
有板有眼	yŏubănyŏuyăn
有點	yŏudiăn
*有賴	yŏulài
有生之年	yŏushēngzhīnián
有聲有色	yŏushēngyŏusè
*有數	yŏushù
有條不紊	yŏutiáobùwĕn
*有望	yŏuwàng
有致	yŏuzhì
幼蟲	yòuchóng
幼嫩	yòunèn
幼稚	yòuzhì
幼稚園	yòuzhìyuán
佑	yòu
柚子	yòu·zi
誘	yòu
誘發	yòufā
誘使	yòushĭ
誘因	yòuyīn
迂	yū
迂腐	yūfŭ
迂迴	yūhuí
淤	yū
淤泥	yūní
淤塞	yūsè
瘀血	yūxuè
魚翅	yúchì
魚刺	yúcì
魚餌	yú'ĕr
魚缸	yúgāng
魚鱗	yúlín
魚子醬	yúzĭjiàng
漁船	yúchuán
漁村	yúcūn
漁夫	yúfū
漁港	yúgăng
愉悅	yúyuè
*逾	yú
逾期	yúqī
瑜伽	yújiā
愚	yú
愚不可及	yúbùkĕjí
愚弄	yúnòng
虞	yú
*餘額	yú'é
餘光	yúguāng
餘生	yúshēng
餘暇	yúxiá
*餘下	yúxià
餘韻	yúyùn
宇航	yŭháng
宇航員	yŭhángyuán
羽翼	yŭyì
雨季	yŭjì
雨傘	yŭsăn
雨天	yŭtiān
與日俱增	yŭrìjùzēng
與世長辭	yŭshìchángcí
語境	yŭjìng
語錄	yŭlù
語速	yŭsù
玉器	yùqì
芋頭	yù·tou
浴	yù
浴缸	yùgāng
喻	yù
諭	yù
寓	yù
寓所	yùsuŏ
寓意	yùyì
遇難	yùnàn
御	yù
御用	yùyòng
預	yù
預感	yùgăn
預告	yùgào
*預計	yùjì
預警	yùjĭng
*預科	yùkē
*預留	yùliú
預謀	yùmóu
預習	yùxí
*預約	yùyüē
豫	yù
獄	yù
譽	yù
鬱	yù
鬱結	yùjié
籲	yù
冤	yuān
冤家	yuān·jia
淵	yuān
淵博	yuānbó
淵源	yuānyuán
鴛鴦	yuān·yāng
元旦	yuándàn
元老	yuánlăo
元宵	yuánxiāo
元宵節	Yuánxiāojié
*原本	yuánbĕn
原產	yuánchăn
*原產地	yuánchăndì
*原創	yuánchuàng
原封不動	yuánfēngbùdòng
*原告	yuángào
原籍	yuánjí
原貌	yuánmào
*原著	yuánzhù
源流	yuánliú
*源頭	yuántóu
源遠流長	yuányuănliúcháng
*源自	yuánzì
*員工	yuángōng
圓號	yuánhào
*圓滿	yuánmăn
圓盤	yuánpán
圓潤	yuánrùn
圓舞曲	yuánwŭqŭ
圓形	yuánxíng
圓柱	yuánzhù
援	yuán
援手	yuánshŏu
援引	yuányĭn
園地	yuándì
園丁	yuándīng
園圃	yuánpŭ
園藝	yuányì
緣份	yuánfèn
遠古	yuăngŭ
*遠離	yuănlí
遠眺	yuăntiào
遠望	yuănwàng
遠洋	yuănyáng
遠征	yuănzhēng
*遠足	yuănzú
*苑	yuàn
怨恨	yuànhèn
怨氣	yuànqì
怨聲載道	yuànshēngzàidào
怨言	yuànyán
*院校	yuànxiào
約定	yuēdìng
約見	yuējiàn
約束力	yuēshùlì
月餅	yuè·bing
月季	yuè·jì
月刊	yuèkān
月曆	yuèlì
月食	yuèshí
*月台	yuètái
*月薪	yuèxīn
岳	yuè
岳父	yuèfù
岳母	yuèmŭ
悅	yuè
悅耳	yuè'ĕr
悅目	yuèmù
*粵劇	Yuèjù
*粵語	Yuèyŭ
越位	yuèwèi
越野	yuèyĕ
越野車	yuèyĕchē
樂迷	yuèmí
樂手	yuèshŏu
*樂團	yuètuán
樂譜	yuèpŭ
樂師	yuèshī
*樂壇	yuètán
*樂章	yuèzhāng
閱	yuè
閱覽	yuèlăn
閱歷	yuèlì
躍動	yuèdòng
躍然紙上	yuèránzhĭshàng
躍升	yuèshēng
躍躍欲試	yuèyuèyùshì
暈	yūn
暈倒	yūndăo
暈厥	yūnjué
暈眩	yūnxuàn
芸芸眾生	yúnyúnzhòngshēng
雲層	yúncéng
雲集	yúnjí
雲梯	yúntī
雲霞	yúnxiá
允	yŭn
允諾	yŭnnuò
孕	yùn
*孕婦	yùnfù
運籌	yùnchóu
運籌帷幄	yùnchóuwéiwò
運抵	yùndĭ
運動場	yùndòngchăng
運動服	yùndòngfú
運動鞋	yùndòngxié
運費	yùnfèi
運河	yùnhé
*運送	yùnsòng
*運營	yùnyíng
運載	yùnzài
*運作	yùnzuò
暈	yùn
蘊	yùn
蘊含	yùnhán
韻律	yùnlǜ
韻味	yùnwèi
雜草叢生	zácăocóngshēng
雜費	záfèi
雜貨	záhuò
*雜技	zájì
雜亂	záluàn
雜物	záwù
雜務	záwù
災	zāi
災禍	zāihuò
災民	zāimín
災區	zāiqū
栽種	zāizhòng
宰	zăi
*再度	zàidù
再會	zàihuì
再接再厲	zàijiēzàilì
再生	zàishēng
再造	zàizào
再者	zàizhĕ
在乎	zài·hu
在世	zàishì
在所不辭	zàisuŏbùcí
在望	zàiwàng
*在下	zàixià
在學	zàixué
*在職	zàizhí
*在座	zàizuò
載歌載舞	zàigēzàiwŭ
載體	zàitĭ
載譽	zàiyù
載運	zàiyùn
暫緩	zànhuăn
*暫停	zàntíng
贊	zàn
讚不絕口	zànbùjuékŏu
*讚賞	zànshăng
讚許	zànxŭ
讚譽	zànyù
糟糕	zāogāo
鑿	záo
早安	zăo'ān
早餐	zăocān
早操	zăocāo
*早年	zăonián
早熟	zăoshú
棗	zăo
澡	zăo
造船	zàochuán
造訪	zàofăng
造福	zàofú
造詣	zàoyì
燥	zào
躁	zào
責	zé
責罵	zémà
責難	zénàn
責任心	zérènxīn
嘖嘖	zézé
嘖嘖稱奇	zézéchēngqí
澤	zé
澤國	zéguó
擇	zé
仄	zè
賊人	zéirén
怎地	zĕn·di
增補	zēngbŭ
*增幅	zēngfú
增廣	zēngguăng
*增設	zēngshè
*增長率	zēngzhănglǜ
*增值	zēngzhí
贈	zèng
贈予	zèngyŭ
渣滓	zhā·zĭ
軋	zhá
閘	zhá
閘口	zhákŏu
閘門	zhámén
眨眼	zhăyăn
詐	zhà
*詐騙	zhàpiàn
榨	zhà
摘錄	zhāilù
摘取	zhāiqŭ
*摘要	zhāiyào
齋	zhāi
宅	zhái
窄幅	zhăifú
債款	zhàikuăn
債權	zhàiquán
*債權人	zhàiquánrén
*債券	zhàiquàn
債主	zhàizhŭ
占卜	zhānbŭ
沾染	zhānrăn
沾沾自喜	zhānzhānzìxĭ
氈	zhān
瞻	zhān
展板	zhănbăn
展館	zhănguăn
展會	zhănhuì
*展覽館	zhănlănguăn
展露	zhănlù
*展品	zhănpĭn
展期	zhănqī
*展望	zhănwàng
展位	zhănwèi
展銷	zhănxiāo
輾轉	zhănzhuăn
輾轉反側	zhănzhuănfăncè
斬	zhăn
斬釘截鐵	zhăndīngjiétiĕ
嶄露頭角	zhănlùtóujiăo
*佔地	zhàndì
站立	zhànlì
湛藍	zhànlán
綻放	zhànfàng
戰車	zhànchē
戰火	zhànhuŏ
戰果	zhànguŏ
戰機	zhànjī
戰績	zhànjì
戰艦	zhànjiàn
戰亂	zhànluàn
戰事	zhànshì
張開	zhāngkāi
張力	zhānglì
張貼	zhāngtiē
張望	zhāngwàng
張揚	zhāngyáng
章節	zhāngjié
樟木	zhāngmù
蟑螂	zhāngláng
長輩	zhăngbèi
*長大	zhăngdà
*長者	zhăngzhĕ
掌舵	zhăngduò
掌故	zhănggù
掌櫃	zhăngguì
掌門人	zhăngménrén
*掌聲	zhăngshēng
掌心	zhăngxīn
杖	zhàng
障	zhàng
賬簿	zhàngbù
賬單	zhàngdān
賬號	zhànghào
*賬戶	zhànghù
賬款	zhàngkuăn
*賬目	zhàngmù
賬務	zhàngwù
*招標	zhāobiāo
*招股	zhāogŭ
招徠	zhāolái
招攬	zhāolăn
招募	zhāomù
*招牌	zhāo·pai
*招聘	zhāopìn
招惹	zhāo·rĕ
招商	zhāoshāng
招數	zhāoshù
*招致	zhāozhì
招租	zhāozū
着數	zhāoshù
朝思暮想	zhāosīmùxiăng
朝霞	zhāoxiá
朝陽	zhāoyáng
著迷	zháomí
爪	zhăo
*找尋	zhăoxún
召	zhào
召喚	zhàohuàn
兆	zhào
兆頭	zhào·tou
罩	zhào
肇事	zhàoshì
遮蔽	zhēbì
遮擋	zhēdăng
遮蓋	zhēgài
遮掩	zhēyăn
折返	zhéfăn
折服	zhéfú
折舊	zhéjiù
*折扣	zhékòu
折衷	zhézhōng
折子戲	zhé·zixì
哲	zhé
哲理	zhélĭ
哲學家	zhéxuéjiā
摺疊	zhédié
摺疊傘	zhédiésăn
轍	zhé
蔗	zhè
蔗糖	zhètáng
珍	zhēn
*珍寶	zhēnbăo
*珍藏	zhēncáng
珍品	zhēnpĭn
珍視	zhēnshì
*珍惜	zhēnxī
珍稀	zhēnxī
真諦	zhēndì
真夠受	zhēngòushòu
真跡	zhēnjì
真菌	zhēnjūn
真切	zhēnqiè
*真情	zhēnqíng
真確	zhēnquè
真偽	zhēnwĕi
*真相	zhēnxiàng
真心	zhēnxīn
真知灼見	zhēnzhīzhuójiàn
真摯	zhēnzhì
砧	zhēn
*砧板	zhēnbăn
針鋒相對	zhēnfēngxiāngduì
針筒	zhēntŏng
針織	zhēnzhī
貞	zhēn
偵測	zhēncè
偵緝	zhēnjī
偵破	zhēnpò
*偵探	zhēntàn
偵訊	zhēnxùn
斟	zhēn
斟酌	zhēnzhuó
*甄選	zhēnxuăn
榛子	zhēn·zi
枕	zhĕn
診	zhĕn
診療	zhĕnliáo
*診所	zhĕnsuŏ
診治	zhĕnzhì
縝密	zhĕnmì
震蕩	zhèndàng
震耳欲聾	zhèn'ĕryùlóng
震撼	zhènhàn
震懾	zhènshè
陣腳	zhènjiăo
*陣容	zhènróng
陣式	zhènshì
征戰	zhēngzhàn
爭辯	zhēngbiàn
爭持	zhēngchí
爭鬥	zhēngdòu
爭分奪秒	zhēngfēnduómiăo
爭光	zhēngguāng
爭勝	zhēngshèng
爭先恐後	zhēngxiānkŏnghòu
*爭議	zhēngyì
爭執	zhēngzhí
蒸餾	zhēngliú
蒸籠	zhēnglóng
蒸蒸日上	zhēngzhēngrìshàng
徵集	zhēngjí
徵稅	zhēngshuì
*徵詢	zhēngxún
徵用	zhēngyòng
徵兆	zhēngzhào
*拯救	zhĕngjiù
*整合	zhĕnghé
整潔	zhěngjié
整套	zhĕngtào
*整天	zhĕngtiān
正版	zhèngbăn
正方	zhèngfāng
正門	zhèngmén
正派	zhèngpài
正視	zhèngshì
正統	zhèngtŏng
正午	zhèngwŭ
正選	zhèngxuăn
正直	zhèngzhí
正中	zhèngzhōng
*正宗	zhèngzōng
政改	zhènggăi
政績	zhèngjì
政見	zhèngjiàn
政界	zhèngjiè
*政局	zhèngjú
政客	zhèngkè
*政務	zhèngwù
*政務司	zhèngwùsī
政要	zhèngyào
政制	zhèngzhì
掙脫	zhèngtuō
諍友	zhèngyŏu
*證件	zhèngjiàn
*證券	zhèngquàn
*證人	zhèngrén
證物	zhèngwù
支行	zhīháng
支架	zhījià
支流	zhīliú
支票	zhīpiào
支取	zhīqŭ
支吾	zhī·wú
*支線	zhīxiàn
*支柱	zhīzhù
枝節	zhījié
*肢體	zhītĭ
汁液	zhīyè
*芝麻	zhī·ma
芝麻醬	zhī·majiàng
知己	zhījĭ
知己知彼	zhījĭzhībĭ
*知名	zhīmíng
知名度	zhīmíngdù
知情	zhīqíng
*知悉	zhīxī
知心	zhīxīn
知音	zhīyīn
脂	zhī
*直達	zhídá
直截了當	zhíjiéliăodàng
直溜溜	zhíliūliū
直面	zhímiàn
直射	zhíshè
直升	zhíshēng
直升機	zhíshēngjī
直屬	zhíshŭ
直通	zhítōng
直通車	zhítōngchē
直言不諱	zhíyánbùhuì
直指	zhízhĭ
值錢	zhíqián
植樹	zhíshù
植物人	zhíwùrén
植物油	zhíwùyóu
植株	zhízhū
姪	zhí
姪兒	zhí'ér
姪女	zhínǚ
執	zhí
執筆	zhíbĭ
執導	zhídăo
執教	zhíjiào
*執業	zhíyè
執掌	zhízhăng
*執照	zhízhào
*執著	zhízhuó
職場	zhíchăng
職級	zhíjí
職守	zhíshŏu
*職位	zhíwèi
職業病	zhíyèbìng
止痛	zhĭtòng
止痛藥	zhĭtòngyào
址	zhĭ
趾	zhĭ
旨	zhĭ
指斥	zhĭchì
指揮家	zhĭhuījiā
指甲	zhĭ·jia(zhī·jia)
指尖	zhĭjiān
指教	zhĭjiào
*指控	zhĭkòng
*指南	zhĭnán
指日可待	zhĭrìkĕdài
指紋	zhĭwén
*指引	zhĭyĭn
指摘	zhĭzhāi
指正	zhĭzhèng
指證	zhĭzhèng
咫尺	zhĭchĭ
紙筆	zhĭbĭ
*紙幣	zhĭbì
紙袋	zhĭdài
紙巾	zhĭjīn
紙牌	zhĭpái
紙條	zhĭtiáo
紙箱	zhĭxiāng
紙屑	zhĭxiè
紙業	zhĭyè
*紙張	zhĭzhāng
紙醉金迷	zhĭzuìjīnmí
至高無上	zhìgāowúshàng
至親	zhìqīn
至尊	zhìzūn
*致辭	zhìcí
*致電	zhìdiàn
致函	zhìhán
*致敬	zhìjìng
*致力	zhìlì
*致命	zhìmìng
致命傷	zhìmìngshāng
致謝	zhìxiè
致意	zhìyì
窒礙	zhì'ài
窒息	zhìxī
志氣	zhì·qì
志同道合	zhìtóngdàohé
志向	zhìxiàng
*志願	zhìyuàn
痣	zhì
*制服	zhìfú
制衡	zhìhéng
製備	zhìbèi
炙	zhì
炙熱	zhìrè
炙手可熱	zhìshŏukĕrè
智囊	zhìnáng
智障	zhìzhàng
稚	zhì
稚氣	zhìqì
*置身	zhìshēn
置身事外	zhìshēnshìwài
滯後	zhìhòu
滯留	zhìliú
幟	zhì
摯愛	zhì'ài
摯友	zhìyŏu
質感	zhìgăn
質問	zhìwèn
質詢	zhìxún
*質疑	zhìyí
擲	zhì
擲地有聲	zhìdìyŏushēng
中產	zhōngchăn
*中場	zhōngchăng
中程	zhōngchéng
中鋒	zhōngfēng
中堅	zhōngjiān
中將	zhōngjiàng
中看	zhōngkàn
*中立	zhōnglì
中流	hōngliú
中流砥柱	zhōngliúdĭzhù
*中秋節	Zhōngqiūjié
*中式	zhōngshì
中聽	zhōngtīng
*中途	zhōngtú
中西	zhōngxī
*中藥	zhōngyào
中庸	zhōngyōng
中用	zhōngyòng
*中止	zhōngzhĭ
中指	zhōngzhĭ
中裝	zhōngzhuāng
忠	zhōng
忠告	zhōnggào
忠烈	zhōngliè
忠心	zhōngxīn
*衷心	zhōngxīn
衷情	zhōngqíng
終端	zhōngduān
終端機	zhōngduānjī
終極	zhōngjí
*終結	zhōngjié
終日	zhōngrì
終審權	zhōngshĕnquán
*終止	zhōngzhĭ
鍾愛	zhōng'ài
鍾情	zhōngqíng
*鐘錶	zhōngbiăo
*鐘樓	zhōnglóu
鐘聲	zhōngshēng
腫痛	zhŏngtòng
腫脹	zhŏngzhàng
*種籽	zhŏngzĭ
中標	zhòngbiāo
*中風	zhòngfēng
中獎	zhòngjiăng
中肯	zhòngkĕn
中暑	zhòngshŭ
中選	zhòngxuăn
仲	zhòng
*仲裁	zhòngcái
重本	zhòngbĕn
重病	zhòngbìng
重擔	zhòngdàn
重任	zhòngrèn
重頭戲	zhòngtóuxì
重用	zhòngyòng
重鎮	zhòngzhèn
重症	zhòngzhèng
眾矢之的	zhòngshĭzhīdì
眾所周知	zhòngsuŏzhōuzhī
眾望所歸	zhòngwàngsuŏguī
舟	zhōu
周會	zhōuhuì
*周全	zhōuquán
周詳	zhōuxiáng
周旋	zhōuxuán
周遊	zhōuyóu
週而復始	zhōu'érfùshĭ
週報	zhōubào
週刊	zhōukān
*週末	zhōumò
洲	zhōu
粥	zhōu
軸心	zhóuxīn
咒	zhòu
咒語	zhòuyŭ
晝	zhòu
皺眉	zhòuméi
驟	zhòu
驟然	zhòurán
驟雨	zhòuyŭ
*珠寶	zhūbăo
誅	zhū
豬排	zhūpái
*豬肉	zhūròu
竹筒	zhútŏng
燭	zhú
燭光	zhúguāng
*主辦	zhŭbàn
*主場	zhŭchăng
主唱	zhŭchàng
*主持人	zhŭchírén
主廚	zhŭchú
主婦	zhŭfù
主見	zhŭjiàn
*主講	zhŭjiăng
主將	zhŭjiàng
*主角	zhŭjué
*主流	zhŭliú
主腦	zhŭnăo
主帥	zhŭshuài
*主題曲	zhŭtíqŭ
*主演	zhŭyăn
主宰	zhŭzăi
主旨	zhŭzhĭ
屬意	zhŭyì
矚	zhŭ
*矚目	zhŭmù
*住戶	zhùhù
*住宿	zhùsù
*住所	zhùsuŏ
住址	zhùzhĭ
注定	zhùdìng
*注資	zhùzī
蛀	zhù
蛀牙	zhùyá
註腳	zhùjiăo
駐兵	zhùbīng
駐軍	zhùjūn
駐守	zhùshŏu
駐足	zhùzú
佇立	zhùlì
貯	zhù
*助理	zhùlĭ
祝禱	zhùdăo
*祝福	zhùfú
著稱	zhùchēng
爪	zhuă
*專案	zhuān'àn
*專長	zhuāncháng
專車	zhuānchē
專誠	zhuānchéng
*專訪	zhuānfăng
專櫃	zhuānguì
*專輯	zhuānjí
*專科	zhuānkē
*專欄	zhuānlán
專利權	zhuānlìquán
*專賣	zhuānmài
*專人	zhuānrén
*專線	zhuānxiàn
*專項	zhuānxiàng
*專心	zhuānxīn
*專營	zhuānyíng
*專員	zhuānyuán
專責	zhuānzé
*專注	zhuānzhù
磚牆	zhuānqiáng
轉攻	zhuăngōng
轉行	zhuănháng
轉換器	zhuănhuànqì
轉機	zhuănjī
轉嫁	zhuănjià
轉角	zhuănjiăo
*轉口	zhuănkŏu
轉捩點	zhuănlièdiăn
*轉讓	zhuănràng
轉世	zhuănshì
轉手	zhuănshŏu
轉述	zhuănshù
轉投	zhuăntóu
*轉型	zhuănxíng
轉眼	zhuănyăn
轉運	zhuănyùn
轉載	zhuănzài
轉賬	zhuănzhàng
撰	zhuàn
撰述	zhuànshù
撰文	zhuànwén
*撰寫	zhuànxiĕ
饌	zhuàn
*賺錢	zhuànqián
*賺取	zhuànqŭ
妝	zhuāng
莊家	zhuāng·jia
莊園	zhuāngyuán
裝扮	zhuāngbàn
裝潢	zhuānghuáng
裝模作樣	zhuāngmúzuòyàng
*裝設	zhuāngshè
裝飾	zhuāngshì
裝束	zhuāngshù
*裝修	zhuāngxiū
裝運	zhuāngyùn
壯健	zhuàngjiàn
壯舉	zhuàngjŭ
壯闊	zhuàngkuò
*壯麗	zhuànglì
壯年	zhuàngnián
狀元	zhuàng·yuan
*狀書	zhuàngshū
撞車	zhuàngchē
撞擊	zhuàngjī
撞破	zhuàngpò
追捕	zhuībŭ
*追查	zhuīchá
追訪	zhuīfăng
追擊	zhuījī
*追捧	zhuīpĕng
追思	zhuīsī
*追溯	zhuīsù
追隨	zhuīsuí
*追討	zhuītăo
*追尋	zhuīxún
追憶	zhuīyì
追蹤	zhuīzōng
椎	zhuī
墜	zhuì
贅	zhuì
*准許	zhŭnxŭ
準時	zhŭnshí
拙	zhuō
捉迷藏	zhuōmícáng
捉弄	zhuōnòng
灼	zhuó
灼熱	zhuórè
灼痛	zhuótòng
酌	zhuó
酌量	zhuóliáng
*酌情	zhuóqíng
卓	zhuó
卓有成效	zhuóyŏuchéngxiào
茁壯	zhuózhuàng
啄	zhuó
著筆	zhuóbĭ
著地	zhuódì
著陸	zhuólù
著實	zhuóshí
著眼	zhuóyăn
擢升	zhuóshēng
鐲子	zhuó·zi
姿	zī
*資歷	zīlì
*資深	zīshēn
*資訊	zīxùn
資質	zīzhì
滋	zī
滋補	zībŭ
滋擾	zīrăo
滋潤	zīrùn
滋生	zīshēng
*滋味	zīwèi
滋養	zīyăng
子夜	zĭyè
籽	zĭ
紫菜	zĭcài
紫荊花	zĭjīnghuā
紫砂	zĭshā
*紫外線	zĭwàixiàn
自卑	zìbēi
自備	zìbèi
自編	zìbiān
自殘	zìcán
自慚形穢	zìcánxínghuì
自嘲	zìcháo
自創	zìchuàng
自吹自擂	zìchuīzìléi
自大	zìdà
自得	zìdé
自負	zìfù
自給	zìjĭ
*自家	zìjiā
自薦	zìjiàn
自盡	zìjìn
自立	zìlì
*自律	zìlǜ
自欺欺人	zìqīqīrén
*自強	zìqiáng
自強不息	zìqiángbùxī
自然美	zìránmĕi
自食其力	zìshíqílì
*自私	zìsī
自問	zìwèn
自信心	zìxìnxīn
自修	zìxiū
自選	zìxuăn
自言自語	zìyánzìyŭ
自以為是	zìyĭwéishì
自圓其說	zìyuánqíshuō
自怨自艾	zìyuànzìyì
自制	zìzhì
*自助	zìzhù
自助餐	zìzhùcān
自傳	zìzhuàn
自足	zìzú
自尊	zìzūn
字詞	zìcí
字彙	zìhuì
字跡	zìjì
字幕	zìmù
字數	zìshù
字體	zìtĭ
字條	zìtiáo
字帖兒	zìtiĕr
字帖	zìtiè
字形	zìxíng
字眼	zìyăn
字樣	zìyàng
字音	zìyīn
字正腔圓	zìzhèngqiāngyuán
漬	zì
*宗祠	zōngcí
宗師	zōngshī
宗族	zōngzú
綜觀	zōngguān
*綜合症	zōnghézhèng
綜藝	zōngyì
蹤	zōng
蹤影	zōngyĭng
*總裁	zŏngcái
*總督	zŏngdū
*總監	zŏngjiān
總閘	zŏngzhá
縱橫	zònghéng
縱橫交錯	zònghéngjiāocuò
縱火	zònghuŏ
縱情	zòngqíng
縱然	zòngrán
縱容	zòngróng
*縱使	zòngshĭ
縱向	zòngxiàng
走動	zŏudòng
*走路	zŏulù
走俏	zŏuqiào
*走勢	zŏushì
*走私	zŏusī
走樣	zŏuyàng
走運	zŏuyùn
奏鳴曲	zòumíngqŭ
奏效	zòuxiào
奏折	zòuzhé
*租戶	zūhù
租借	zūjiè
*租金	zūjīn
*租客	zūkè
*租賃	zūlìn
*租用	zūyòng
*租約	zūyuē
足不出戶	zúbùchūhù
足跡	zújì
足球場	zúqiúchăng
足下	zúxià
足印	zúyìn
足智多謀	zúzhìduōmóu
卒	zú
族譜	zúpŭ
族人	zúrén
阻隔	zŭgé
阻塞	zŭsè
阻滯	zŭzhì
祖墳	zŭfén
祖籍	zŭjí
*組別	zŭbié
*組成	zŭchéng
組建	zŭjiàn
組員	zŭyuán
詛咒	zŭzhòu
鑽探	zuāntàn
*鑽石	zuànshí
嘴饞	zuĭchán
嘴角	zuĭjiăo
嘴臉	zuĭliăn
*罪案	zuì'àn
*罪名	zuìmíng
罪孽	zuìniè
罪人	zuìrén
罪證	zuìzhèng
醉人	zuìrén
醉生夢死	zuìshēngmèngsĭ
醉心	zuìxīn
尊崇	zūnchóng
*尊貴	zūnguì
尊師重道	zūnshīzhòngdào
遵	zūn
*遵從	zūncóng
遵行	zūnxíng
樽	zūn
*昨晚	zuówăn
昨夜	zuóyè
佐	zuŏ
佐酒	zuŏjiŭ
佐料	zuŏliào
作弊	zuòbì
*作客	zuòkè
作孽	zuòniè
*作曲	zuòqŭ
*作曲家	zuòqŭjiā
作勢	zuòshì
作息	zuòxī
作賊心虛	zuòzéixīnxū
*作證	zuòzhèng
*坐落	zuòluò
坐享其成	zuòxiăngqíchéng
坐椅	zuòyĭ
坐鎮	zuòzhèn
座談	zuòtán
座談會	zuòtánhuì
座無虛席	zuòwúxūxí
座椅	zuòyĭ
作證	zuòzhèng
做媒	zuòméi
*做人	zuòrén
做生意	zuòshēng·yi
*做事	zuòshì
做作	zuò·zuo
